,BLKID,MAF_NAME,TLID_match
1251,80310011021022,Rockmont Dr,177625406
1254,80310045033003,W Exposition Ave,636169600
1255,80310011023033,15th St,177303991
1256,80319801001048,E 45th Ave,177350352
1259,80310083882006,E Andrews Dr,606046496
1260,80310083891003,N Malaya St,646543290
1261,80310068142001,E Girard Ave,611644632
1263,80310040041021,E Ithaca Pl,177342019
1265,80310041071109,N Tamarac St,606061239
1266,80310041011007,E 48th Ave,177309323
1267,80310041071137,N Roslyn St,642107215
1269,80310157003014,W Girard Dr,640739822
1270,80310043062022,S Olive St,177626659
1271,80310029012003,S Sherman St,177331646
1273,80310044032014,E 17th Ave,177313486
1274,80310017022002,15th St,177304418
1276,80310083892022,E 51st Pl,606065809
1277,80310053001004,S Colorado Blvd,640072330
1279,80310044051011,E Maple Ave,606058913
1280,80310030023003,S Lincoln St,177332918
1287,80310017011009,Chestnut Pl,606041095
1288,80310017015003,Larimer St,177304399
1289,80310005011008,W 28th Ave,177299565
1290,80310070061000,S Kenton St,612840088
1291,80310051022004,S Glencoe St,177340224
1292,80310045042015,W Custer Pl,177326201
1293,80310004022010,W 33rd Ave,177303497
1296,80310014014009,S Bryant St,177328240
1297,80310045052003,W Alameda Ave,177327516
1299,80310055033007,W Tufts Ave,177631412
1302,80310034022009,S University Blvd,177338368
1307,80310024033019,Tremont Pl,177305536
1308,80310041061003,N Central Park Blvd,645173270
1309,80310030012006,E Louisiana Ave,177332139
1312,80310006001006,N Speer Blvd,177301250
1313,80310031011006,E 22nd Ave,177305950
1315,80310044054026,E 6th Ave,645522348
1320,80310051042011,E Bails Pl,177340182
1323,80310031022005,E 17th Ave,177306155
1324,80310017011009,Chestnut Pl,606041095
1328,80310029021007,S Clarkson St,177331733
1329,80310047005011,S Yates St,177328559
1333,80310068111008,S Sidney Ct,177343559
1334,80310017011009,Chestnut Pl,646531935
1335,80310039021007,S University Blvd,177338789
1336,80310014013005,S Tejon St,177328331
1337,80310034022003,S Vine St,177332045
1340,80310040034001,S Bellaire St,177341014
1342,80310009032013,S Grove St,177327566
1344,80310083892007,E Burlington Pl,644977612
1345,80310046023011,S Hooker St,177328155
1347,80310083862006,E 53rd Ave,177350234
1353,80310016002030,Blake St,177304971
1354,80310017011007,Bassett St,612844562
1356,80310037011001,E 23rd Ave,177625174
1357,80310045031004,W Kentucky Ave,177381714
1358,80310083882006,E 40th Ave,640657413
1360,80310039013009,E Kentucky Ave,177338772
1362,80310069014005,E Warren Ave,612876052
1364,80310040064002,S Cook St,177340648
1366,80310039022001,S Harrison St,177339144
1367,80310003011015,W 38th Ave,177300871
1369,80310009035012,W 5th Ave,177327303
1370,80310041071001,E 53rd Ave,645173144
1371,80310040041008,S Hudson St,177341916
1374,80310017022002,15th St,177304418
1375,80310038003016,S Garfield St,177338648
1377,80310068132000,E Iliff Ave,612231559
1383,80310006002003,W 26th Ave,177301491
1384,80310068042020,E Union Ave,606028427
1385,80310028023001,S Logan St,606025602
1386,80310042021004,E 23rd Ave,177313246
1388,80310038005027,E 2nd Ave,177338332
1389,80310017022002,15th St,177304418
1390,80310041071001,N Willow St,645173179
1391,80310052003000,S Monaco Street Pkwy,606080525
1392,80310037011001,E 23rd Ave,177625173
1394,80310047004005,S Xavier St,177328727
1397,80310043032007,E 5th Ave,177339431
1398,80310083911002,E 45th Ave,177630288
1400,80310041071001,E 50th Dr,641514824
1402,80310083122000,N Fraser Way,646543480
1403,80310069014006,E Donald Ave,612876049
1404,80310029023012,S Clarkson St,177332185
1405,80310009025022,W 4th Ave,177326286
1406,80310046031000,S Hazel Ct,177328176
1407,80310030012008,S Logan St,177332104
1408,80310010001026,W 2nd Ave,177327421
1409,80310029013024,S Logan St,177332109
1410,80310029013017,S Broadway,640685256
1411,80310011023018,Boulder St,177303566
1412,80310014023007,S Zuni St,642107000
1413,80310044054028,E 8th Ave,636169569
1414,80310004023022,W 28th Ave,177301343
1415,80310014022004,S Raritan St,177331093
1416,80310153001005,S Fairfax St,177339670
1417,80310016001013,Blake St,177305019
1418,80310017011006,Little Raven St,606066625
1420,80310046022016,S Newton St,177327200
1421,80310068103005,S Willow Way,177344135
1422,80310041061133,N Willow St,606110796
1423,80310068042020,E Union Ave,606028427
1426,80310051023009,S Glencoe St,177340233
1428,80310030012020,S Washington St,177332308
1430,80310024033004,Glenarm Pl,177305606
1432,80310068132000,E Harvard Ave,177344362
1433,80310120144001,S Balsam Way,640651328
1439,80310029013009,S Logan St,177332076
1440,80310041061188,N Havana St,606075749
1442,80310005011000,W 27th Ave,177300288
1444,80310041061150,E 31st Ave,640072709
1446,80310041071001,E 55th Pl,645173253
1448,80310001022014,W Alice Pl,177300585
1449,80310083903006,E Mitchell Pl,606066894
1451,80310046033009,S Osceola St,177328857
1452,80310039011003,S Monroe St,177338660
1453,80310040033004,S Dexter Way,177341468
1457,80310016002026,24th St,606096567
1458,80310044054037,E 6th Pl,606035552
1459,80310013023018,S Quieto Way,177330953
1460,80310120141016,S Gar Way,636050169
1461,80310046013011,S Patton Ct,177327198
1463,80310045031001,S Quitman St,177327011
1464,80310048013004,S Winona Ct,177328904
1465,80310039023014,S Saint Paul St,177339007
1468,80310043063010,S Locust St,177339957
1469,80310041071001,E 51st Ave,645173106
1472,80310120011003,S Harlan St,612626352
1473,80310009033004,S Osceola St,177326532
1475,80310068111026,S Spruce Way,177343575
1480,80310017021007,Arapahoe St,177304466
1482,80310039013025,S Saint Paul St,177338843
1484,80310039022039,S Cook St,177339206
1485,80310016001018,30th St,606104365
1486,80310039011015,E Alameda Ave,177338402
1488,80310157001016,S Federal Blvd,642912986
1489,80310120101004,S Wadsworth Blvd,623656789
1495,80310050025005,S Newport St,177340391
1497,80310068041067,E Belleview Ave,640660632
1499,80310043012004,E Hale Pkwy,639437651
1501,80310045033009,Morrison Rd,177326949
1502,80310040041010,S Grape St,177341913
1508,80310070893003,S Alton Way,612862068
1509,80310028022002,E 1st Ave,177331612
1512,80310043061014,S Jasmine St,177339918
1513,80310070893007,S Alton Way,177343101
1514,80310043061010,E Bayaud Ave,177339901
1515,80310040033000,E Yale Ave,177341326
1516,80310070893001,E Center Ave,177631130
1518,80310003033004,W 32nd Ave,177300843
1520,80310083892005,N Bahama St,606041616
1521,80310017022002,15th St,177304418
1522,80310045052003,W Alameda Ave,177327513
1524,80310011021022,Rockmont Dr,177625406
1526,80310028034009,E 1st Ave,612676342
1531,80310068132000,E Iliff Ave,612231559
1532,80310051022005,S Elm St,177340076
1533,80310068122007,S Poplar St,612840776
1535,80310083911021,E 44th Ave,177624146
1536,80310083872031,E Elk Pl,177627200
1538,80310003031005,W 36th Ave,177300869
1541,80310041061161,N Clinton St,606079274
1542,80310014014003,S Dale Ct,625296758
1543,80310002011026,W 49th Ave,177299013
1544,80310051023023,E Colorado Ave,177340264
1545,80310029013017,S Broadway,640685256
1546,80310052003006,S Jasmine St,177340443
1551,80310014031000,S Acoma St,177331274
1552,80310068122007,E Girard Ave,612233151
1555,80310046033005,S Meade St,177329362
1557,80310055032007,W Quinn Pl,177329298
1559,80310035003001,N Colorado Blvd,633082250
1561,80310009034019,S Meade St,177327432
1563,80310040034025,S Bellaire St,177341055
1565,80310030014019,S Pennsylvania St,177332303
1566,80310028033006,S Clarkson St,177331699
1568,80310045062000,W Kentucky Ave,177328007
1569,80310019021007,Auraria Pkwy,177304092
1572,80310005022001,W 26th Ave,177301482
1573,80310046014008,W Oregon Pl,177327096
1574,80310007021001,W 18th Ave,177301525
1575,80310070893001,E Center Ave,177631130
1576,80310046013014,S Raleigh St,177327211
1579,80310068096003,E Quincy Ave,632904979
1584,80310068111025,S Spruce Way,177343575
1586,80310045031005,S Utica St,177326953
1587,80310039013005,S Columbine St,177338758
1588,80310068142001,E Girard Ave,611644631
1589,80310045053008,S Irving St,177327585
1590,80310068142001,E Girard Ave,611644668
1591,80310068103002,S Vincennes Ct,177344012
1592,80310017022002,15th St,177304418
1593,80310014014005,S Federal Blvd,612681096
1594,80310010001008,W 3rd Ave,606093773
1595,80310030015003,S Broadway,177331355
1596,80310051041004,S Bellaire St,177339291
1597,80310040062021,S Milwaukee St,177340601
1600,80310045043007,S Stuart St,177326989
1601,80310024032010,Stout St,177304520
1602,80310041061003,N Chester St,645173292
1603,80310016003015,Arapahoe St,177304987
1605,80310014031032,W Arkansas Ave,177331341
1606,80310041061210,E 29th Ave,606067632
1607,80310068102001,E Nassau Ave,612866371
1608,80310083881001,N Walden St,640740637
1609,80310046022007,S Newton St,177328049
1613,80310016002027,Blake St,177630940
1614,80310068112007,E Eastman Ave,177343755
1615,80310011023042,17th St,177303550
1617,80310017011009,17th St,646531936
1618,80310041071001,E 49th Pl,641514870
1619,80310016002016,Wewatta Way,646534686
1620,80310017014007,Larimer St,177304388
1621,80310040022018,S Monroe St,177340989
1624,80310027024006,E 9th Ave,177331395
1625,80310083893029,N Ensenada St,640656241
1626,80310083903005,N Andes Ct,606066981
1627,80310006001013,W 27th Ave,177301755
1628,80310029013010,S Grant St,177332067
1629,80310051042007,S Dexter St,177340189
1630,80310027022010,E 8th Ave,177331528
1633,80310068092016,S Olive St,619118017
1636,80310011022004,W 38th Ave,177303363
1637,80310011023018,18th St,177303570
1638,80310050025000,S Oneida St,612224940
1639,80310014024003,S Clay St,177328390
1640,80310035004014,N Colorado Blvd,606087630
1643,80310030011011,S Grant St,177332242
1648,80310068121024,E Hampden Ave,177343802
1649,80310029021016,S Clarkson St,177331743
1654,80310083911030,E 43rd Ave,177630626
1655,80310047002013,W Yale Ave,177328782
1656,80310017014007,17th St,612927026
1657,80310055034000,S Lowell Blvd,177329959
1658,80310034023003,S Race St,177332511
1659,80310068144005,S Willow Ct,177343723
1660,80310004025010,W 32nd Ave,612872373
1661,80310007011001,N Quitman St,606003612
1662,80310070893007,S Alton Way,177343101
1663,80310047001010,S Perry St,177328823
1664,80310083881012,E Randolph Pl,640656315
1665,80310004014013,W 42nd Ave,177301040
1666,80310044053000,N Yosemite St,641651525
1668,80310010001021,W 2nd Ave,177327676
1669,80310068114010,S Tamarac Dr,612675499
1677,80310119032003,S Pierce St,177321881
1679,80310038004017,E Bayaud Ave,612833833
1683,80310083872033,E 46th Ave,177370764
1684,80310083881022,N Laredo St,606039273
1685,80310155003001,E Louisiana Ave,612217959
1696,80310017011009,18th St,617188198
1698,80310038004017,E Ellsworth Ave,177338620
1700,80310029012002,S Grant St,177331650
1707,80310120012000,W Princeton Dr,177329122
1708,80310017011007,Bassett St,612844562
1709,80310050021018,E Center Ave,177340366
1712,80310070892003,S Alton Way,177343099
1713,80310055021005,W Kenyon Ave,177629230
1715,80310030012011,S Pearl St,177332140
1716,80310029013017,S Broadway,640685256
1717,80310014021018,S Tejon St,177331106
1718,80310068095005,S Quebec St,612223461
1719,80310004024002,N Speer Blvd,177300952
1720,80310030021009,S Pinon Ct,177333731
1728,80310068132000,E Harvard Ave,612231892
1729,80310070891003,S Clinton St,612878011
1732,80310153001008,S Hudson St,177339693
1734,80310070131008,S Trenton St,177625250
1736,80310041061238,N Xenia St,606061916
1738,80310068112000,S Xenia St,177343730
1742,80310068143015,E Girard Ave,177344468
1743,80310009044008,W 8th Ave,177326002
1746,80310053001029,S Clermont St,177340934
1748,80310045053009,S Irving St,177327979
1750,80310043063013,E Cedar Ave,612840870
1751,80310068123010,E Girard Pl,646533573
1752,80310070893009,S Alton Way,177343125
1753,80310053001019,S Albion St,177340892
1756,80310006002004,W 25th Ave,177301758
1758,80310083882006,E 40th Ave,640657414
1761,80310004024008,W Caithness Pl,177301228
1762,80310026011014,E 17th Ave,177305732
1763,80310036013017,E 33rd Ave,177305403
1764,80310006002012,W 23rd Ave,177301501
1765,80310046014007,S Zenobia Way,177326904
1766,80310045033006,W Kentucky Ave,177327006
1768,80310017021015,California St,177304550
1769,80310055034007,W Chenango Ave,177329329
1770,80310029011007,S Broadway,177330919
1772,80310083901005,E Chaffee Pl,617525682
1774,80310083912024,E 40th Ave,606073412
1775,80310156003003,W Warren Ave,177329592
1776,80310041061150,E 31st Ave,640072709
1778,80310009022008,S Raleigh St,177390754
1781,80310068041067,E Belleview Ave,640660632
1782,80310009053011,W 7th Ave,177326323
1785,80310070132013,E Florida Ave,635534491
1789,80310017022002,15th St,177304418
1790,80310029011007,S Lincoln St,177330918
1791,80310037032013,E 11th Ave,177311275
1799,80310038003018,S Harrison St,177338656
1801,80310030022010,S Pennsylvania St,177333758
1802,80310024032014,California St,177304557
1804,80310017021032,17th St,612631735
1805,80310038003018,S Harrison St,177338656
1808,80310043033024,S Hudson St,177339667
1809,80310021001007,W 4th Ave,177330708
1812,80310041061157,N Fulton St,606076875
1815,80310120103001,S Lamar St,177626995
1816,80310083893008,E Randolph Pl,640653248
1817,80310016002027,Blake St,177630940
1818,80310083893099,E Stoll Pl,617528615
1821,80310047002013,S Winona Ct,177328778
1822,80310052004005,S Jasmine St,177340416
1825,80310019012015,W 10th Ave,177304321
1826,80310008001000,Mile High Stadium Cir,640071880
1827,80310046034013,S King St,177329357
1830,80310013022007,S Jason St,606003874
1832,80310120142014,W Tufts Ave,177321552
1835,80310026021000,E 19th Ave,642107209
1836,80310068121002,S Magnolia Way,177343500
1837,80310068091009,S Narcissus Way,177343845
1841,80310021002007,W Bayaud Ave,177330850
1843,80310052004015,S Holly St,177340254
1847,80310011023017,W 32nd Ave,177303547
1848,80310004025010,W 32nd Ave,612872373
1849,80310030042011,S Gilpin St,177334025
1853,80310026021009,E 17th Ave,177305817
1854,80310010001033,S Pecos St,177330408
1855,80310034011016,S Humboldt St,177331966
1860,80310047002003,S Raleigh St,177328839
1862,80310006002002,W 25th Ave,177301752
1865,80310068142005,E Hampden Ave,177344490
1868,80310051041008,S Colorado Blvd,177339276
1871,80310120103003,S Lamar St,177629617
1872,80310017021000,Lawrence St,177304464
1873,80310029023008,S Pearl St,177332085
1875,80310068042020,E Union Ave,606028427
1877,80310046023001,S Irving St,177328154
1878,80310047004005,S Wolff St,177328730
1879,80310017021035,California St,177304536
1880,80310029013017,E Mississippi Ave,177392495
1881,80310020001031,W 12th Ave,177304690
1882,80310068041029,E Tufts Ave,606056177
1883,80310119031010,S Wadsworth Blvd,177623092
1884,80310083912024,N Liverpool St,606079328
1886,80310029012010,S Logan St,177331670
1889,80310016002048,Market St,177304452
1890,80310030042031,S Humboldt St,177334037
1892,80310032023004,E 11th Ave,177306220
1893,80310068042020,E Union Ave,606028427
1896,80310045051011,S Lowell Blvd,177327488
1897,80310017011009,Chestnut Pl,606041095
1898,80310046034002,S Lowell Blvd,177329343
1899,80310024032014,California St,177304557
1900,80310010001034,W Cedar Ave,177330472
1901,80310083902030,E 40th Pl,177627306
1903,80310051024000,E Atlantic Pl,177340281
1905,80310070132012,E Iowa Ave,177379891
1906,80310013015005,S Decatur St,177327816
1909,80310037011019,E 17th Ave,177311239
1911,80310070892003,S Alton Way,177343107
1912,80310055032021,W Temple Pl,177329309
1913,80310034021009,S High St,177332028
1915,80310040052016,E Asbury Ave,177338987
1919,80310068042016,E Saratoga Pl,177344172
1921,80310070372005,E Virginia Ave,606037630
1922,80310016003004,29th St,177304999
1923,80310119022004,W Bates Ave,177328641
1924,80310053001029,S Clermont St,177340934
1926,80310044052009,E Alameda Ave,627343557
1931,80310051024009,S Dahlia St,612238914
1933,80310046034009,S Osceola St,177328826
1934,80310068095005,S Quebec St,612223461
1937,80310120101001,W Quincy Ave,177322112
1938,80310002012024,W 50th Ave,177302498
1939,80310016001012,Wazee St,177304940
1940,80310014014009,S Beach Ct,177328299
1941,80310156001002,S Decatur St,634594689
1942,80310041061044,E 39th Ave,177396006
1944,80310026021000,E 19th Ave,642107209
1945,80310120143012,S Garland St,177628056
